TimeCET,pairs,interval,open,high,low,close,volume,lowma,rsi,rsima,buy
2022-04-04 15:35:00,DODOUSDT,5,"0,526","0,531","0,525","0,528","91833,0","0,552215","38,80153685293831","38,25625088624838","1,0"
