TimeCET;pairs;interval;open;high;low;close;volume;lowma;fast100ma;fast50ma;rsi;rsima;max;buy
2022-07-13 02:50:00;ETHUSDT;5;1044.02;1044.33;1041.82;1042.53;7102.4977;0.0;0.0;0.0;48.04178040833237;48.32520784091292;1046.23;
2022-07-13 02:55:00;ETHUSDT;5;1042.53;1043.42;1041.87;1042.85;3203.8273;0.0;0.0;0.0;48.98660163501044;48.607136188839874;1046.0;
2022-07-13 03:00:00;ETHUSDT;5;1042.85;1046.0;1041.24;1045.39;8681.5414;0.0;0.0;0.0;55.84938869193847;49.8194682945025;1044.03;
2022-07-13 03:05:00;ETHUSDT;5;1045.39;1047.27;1044.5;1046.63;5534.0711;0.0;0.0;0.0;58.765785694780526;51.27143705850019;1045.39;
2022-07-13 03:10:00;ETHUSDT;5;1046.63;1046.83;1045.01;1045.49;4039.1657;0.0;0.0;0.0;55.15842453670875;52.05420126326404;1046.63;
2022-07-13 03:15:00;ETHUSDT;5;1045.49;1045.9;1043.32;1043.55;3912.2261;0.0;0.0;0.0;49.58067423900337;52.46485058076213;1046.63;
2022-07-13 03:20:00;ETHUSDT;5;1043.56;1044.9;1043.32;1044.61;4787.8926;0.0;0.0;0.0;52.41226857830937;52.840730755898825;1046.63;
2022-07-13 03:25:00;ETHUSDT;5;1044.6;1046.41;1043.42;1045.01;9815.5398;0.0;0.0;0.0;53.474128735990575;53.36814479165499;1045.49;
2022-07-13 03:30:00;ETHUSDT;5;1045.01;1046.8;1045.0;1046.24;3750.2061;0.0;0.0;0.0;56.675497559546585;54.06658657882487;1045.01;
2022-07-13 03:35:00;ETHUSDT;5;1046.23;1047.34;1045.02;1046.35;12775.3458;0.0;0.0;0.0;56.96071658105506;54.47553132270474;1046.24;
2022-07-13 03:40:00;ETHUSDT;5;1046.36;1047.7;1045.1;1045.42;5375.7355;0.0;0.0;0.0;53.739545176196266;54.263639353789436;1046.35;
2022-07-13 03:45:00;ETHUSDT;5;1045.41;1047.7;1045.4;1047.07;1305.2603;0.0;0.0;0.0;58.25056440759815;54.19006036483454;1046.35;
2022-07-13 03:50:00;ETHUSDT;5;1047.07;1048.98;1046.08;1047.32;5919.6357;0.0;0.0;0.0;58.90444786132285;54.21815329212024;1047.07;
2022-07-13 03:55:00;ETHUSDT;5;1047.31;1047.81;1046.31;1047.04;4092.3354;0.0;0.0;0.0;57.81232158804862;54.61515326384582;1047.32;
2022-07-13 04:00:00;ETHUSDT;5;1047.04;1052.45;1047.04;1051.23;9382.7158;0.0;0.0;0.0;67.5176955344808;56.00629005857071;1047.32;
2022-07-13 04:05:00;ETHUSDT;5;1051.24;1057.64;1050.59;1053.72;9617.1794;0.0;0.0;0.0;71.68632167624897;57.6276986329449;1051.23;
2022-07-13 04:10:00;ETHUSDT;5;1053.73;1055.6;1053.0;1053.17;5192.4065;0.0;0.0;1044.6768;69.56273121517773;58.60722309889057;1053.72;
2022-07-13 04:15:00;ETHUSDT;5;1053.17;1054.46;1052.32;1054.27;5209.5589;0.0;0.0;1044.8752;71.38827870095943;59.50882974218906;1053.72;
2022-07-13 04:20:00;ETHUSDT;5;1054.28;1055.96;1054.1;1055.22;1642.9318;0.0;0.0;1045.117;72.90000203457862;60.77608527775119;1054.27;
2022-07-13 04:25:00;ETHUSDT;5;1055.22;1055.23;1054.1;1054.5;2719.8408;0.0;0.0;1045.2806;69.88620924705661;62.22648063546929;1055.22;
2022-07-13 04:30:00;ETHUSDT;5;1054.51;1056.46;1054.3;1055.69;2389.957;0.0;0.0;1045.4924;71.95023107119938;63.62204938496143;1055.22;
2022-07-13 04:35:00;ETHUSDT;5;1055.69;1056.86;1055.16;1056.86;3691.8301;0.0;0.0;1045.6698000000001;73.84813859061222;65.07733580314869;1055.69;
2022-07-13 04:40:00;ETHUSDT;5;1056.85;1057.95;1055.7;1056.29;3633.4041;0.0;0.0;1045.8718000000001;71.3164563721881;66.12311857548022;1056.86;
2022-07-13 04:45:00;ETHUSDT;5;1056.29;1056.56;1055.13;1056.45;5323.9625;0.0;0.0;1046.0498;71.61066450637118;67.16954342728852;1056.86;
2022-07-13 04:50:00;ETHUSDT;5;1056.45;1057.39;1056.0;1057.14;4022.1693;0.0;0.0;1046.2795999999998;72.90152841822838;68.53825651600509;1056.86;
2022-07-13 04:55:00;ETHUSDT;5;1057.13;1059.62;1056.76;1056.77;4975.9872;0.0;0.0;1046.523;71.03625455851902;69.45152009821372;1057.14;
2022-07-13 05:00:00;ETHUSDT;5;1056.76;1057.91;1056.25;1056.33;2223.4828;0.0;0.0;1046.8174;68.78243495362044;70.15709060480641;1057.14;
2022-07-13 05:05:00;ETHUSDT;5;1056.32;1057.91;1056.01;1057.55;3285.1371;0.0;0.0;1047.109;71.48402336774949;71.1336407319279;1057.14;
2022-07-13 05:10:00;ETHUSDT;5;1057.55;1058.7;1055.38;1056.49;3511.1837;0.0;0.0;1047.3732;66.12921144374505;71.03446329687534;1057.55;
2022-07-13 05:15:00;ETHUSDT;5;1056.5;1056.63;1052.28;1053.5;2017.0874;0.0;0.0;1047.5454;53.87069719173625;69.76191869083871;1057.55;
2022-07-13 05:20:00;ETHUSDT;5;1053.5;1054.44;1053.04;1054.01;2954.1647;0.0;0.0;1047.7036;55.38971600090085;68.74956046124751;1057.55;
2022-07-13 05:25:00;ETHUSDT;5;1054.01;1054.1;1052.47;1052.65;2241.9677;0.0;0.0;1047.804;50.6042254977758;67.26498523244868;1056.49;
2022-07-13 05:30:00;ETHUSDT;5;1052.64;1054.36;1052.24;1054.14;2808.2821;0.0;0.0;1048.0146;55.17366179499835;65.99881807247866;1054.01;
2022-07-13 05:35:00;ETHUSDT;5;1054.15;1054.2;1052.7;1052.71;792.1443;0.0;0.0;1048.2234;50.3588118668364;64.6040039738915;1054.14;
2022-07-13 05:40:00;ETHUSDT;5;1052.7;1052.8;1051.12;1052.28;5947.7506;0.0;0.0;1048.4162000000001;48.97479719309019;62.962901554026566;1054.14;
2022-07-13 05:45:00;ETHUSDT;5;1052.28;1052.49;1051.41;1052.47;7936.4026;0.0;0.0;1048.5998000000002;49.63348099668332;61.23328315446021;1054.14;
2022-07-13 05:50:00;ETHUSDT;5;1052.46;1052.47;1051.1;1052.05;6898.8437;0.0;0.0;1048.8010000000002;48.15368401708366;59.5787994148099;1052.71;
2022-07-13 05:55:00;ETHUSDT;5;1052.04;1053.0;1051.7;1052.34;2325.4794;0.0;0.0;1049.0094000000001;49.278174205597175;57.983621536183186;1052.47;
2022-07-13 06:00:00;ETHUSDT;5;1052.34;1055.68;1052.0;1055.09;4976.7668;0.0;0.0;1049.3348;58.475499800535545;56.953190920633695;1052.47;
2022-07-13 06:05:00;ETHUSDT;5;1055.1;1057.0;1054.92;1055.75;1362.8275;0.0;0.0;1049.6782;60.33448407369148;56.18877874314602;1055.09;
2022-07-13 06:10:00;ETHUSDT;5;1055.75;1056.52;1054.9;1055.55;1371.6407;0.0;0.0;1049.9768000000001;59.46570644742024;55.52329813556029;1055.75;
2022-07-13 06:15:00;ETHUSDT;5;1055.55;1056.88;1055.19;1056.23;5804.8644;0.0;0.0;1050.2924000000003;61.49579412792649;54.80985318985864;1055.75;
2022-07-13 06:20:00;ETHUSDT;5;1056.23;1057.4;1055.91;1057.36;4141.678;0.0;0.0;1050.6068000000002;64.66299855475441;54.70512369778788;1056.23;
2022-07-13 06:25:00;ETHUSDT;5;1057.37;1057.37;1055.03;1055.46;5723.1675;0.0;0.0;1050.8918000000003;56.28029461417133;54.87723779939039;1057.36;
2022-07-13 06:30:00;ETHUSDT;5;1055.45;1055.7;1053.26;1054.19;3472.2642;0.0;0.0;1051.1460000000002;51.47662472851378;54.59773127993417;1057.36;
2022-07-13 06:35:00;ETHUSDT;5;1054.19;1054.2;1052.14;1052.93;3022.723;0.0;0.0;1051.3452000000002;47.174567103325174;54.35275568033056;1057.36;
2022-07-13 06:40:00;ETHUSDT;5;1052.93;1053.29;1051.83;1052.21;1389.8798;0.0;0.0;1051.4872000000003;44.86707333556142;53.61657079037077;1055.46;
2022-07-13 06:45:00;ETHUSDT;5;1052.21;1052.22;1049.11;1050.75;6225.2287;0.0;0.0;1051.5776;40.5370539668001;52.915016654653904;1054.19;
2022-07-13 06:50:00;ETHUSDT;5;1050.76;1052.12;1050.47;1051.89;1847.4172;0.0;0.0;1051.6954;45.00037860553331;52.63112961268555;1052.93;
2022-07-13 06:55:00;ETHUSDT;5;1051.88;1052.35;1051.4;1051.9;1037.0284;0.0;0.0;1051.8528000000001;45.039349802780954;52.30297738454967;1052.21;
2022-07-13 07:00:00;ETHUSDT;5;1051.9;1053.17;1051.51;1052.25;1035.7657;0.0;0.0;1052.0472000000002;46.46903957803457;52.1826456389033;1051.9;
2022-07-13 07:05:00;ETHUSDT;5;1052.25;1052.26;1051.21;1051.47;1085.8248;0.0;0.0;1052.2196000000001;43.73840176094133;51.78694760714217;1052.25;
2022-07-13 07:10:00;ETHUSDT;5;1051.47;1052.96;1051.46;1052.95;739.042;0.0;0.0;1052.3708000000001;49.76978887280967;51.16511111230461;1052.25;
2022-07-13 07:15:00;ETHUSDT;5;1052.96;1054.7;1051.2;1051.2;1533.7346;0.0;0.0;1052.4622000000002;43.79175337702723;49.98348749111431;1052.95;
2022-07-13 07:20:00;ETHUSDT;5;1051.21;1058.0;1050.27;1058.0;5721.2769;0.0;0.0;1052.7124000000001;62.593416945513944;50.20689538383529;1052.95;
2022-07-13 07:25:00;ETHUSDT;5;1057.99;1058.46;1056.18;1056.89;6515.4587;0.0;0.0;1052.9792000000002;59.117185087645;50.036994738100894;1058.0;
2022-07-13 07:30:00;ETHUSDT;5;1056.89;1056.9;1055.43;1056.18;4809.9381;0.0;0.0;1053.2106;56.938926652074784;49.48527531648092;1058.0;
2022-07-13 07:35:00;ETHUSDT;5;1056.19;1063.0;1055.73;1061.25;9778.3583;0.0;0.0;1053.5354;66.44646752058324;50.21143052408178;1058.0;
2022-07-13 07:40:00;ETHUSDT;5;1061.26;1061.7;1059.34;1060.09;4937.164;0.0;0.0;1053.8124;63.018129975359905;51.03582375599935;1061.25;
2022-07-13 07:45:00;ETHUSDT;5;1060.09;1062.39;1059.88;1062.0;3623.4712;0.0;0.0;1054.1254000000001;66.11798229282756;52.38892484096381;1061.25;
2022-07-13 07:50:00;ETHUSDT;5;1062.0;1063.4;1059.63;1060.03;5710.9384;0.0;0.0;1054.4176;60.48643581866284;53.50459358975677;1062.0;
2022-07-13 07:55:00;ETHUSDT;5;1060.03;1060.23;1058.67;1058.68;2077.015;0.0;0.0;1054.6498000000001;56.909237072848164;54.67403524018878;1062.0;
2022-07-13 08:00:00;ETHUSDT;5;1058.69;1059.71;1058.55;1058.56;1134.4868;0.0;0.0;1054.8746;56.58886971757621;55.5017846053347;1062.0;
2022-07-13 08:05:00;ETHUSDT;5;1058.56;1059.67;1058.11;1058.45;953.3258;0.0;0.0;1055.1028;56.27612799512677;56.30441161907368;1060.03;
2022-07-13 08:10:00;ETHUSDT;5;1058.45;1058.46;1056.99;1057.46;3293.8009;0.0;0.0;1055.2274;53.41495033229913;56.80054810152115;1058.68;
2022-07-13 08:15:00;ETHUSDT;5;1057.45;1057.5;1055.6;1055.87;7417.7792;0.0;0.0;1055.2703999999999;49.09750677239394;57.18334131662491;1058.56;
2022-07-13 08:20:00;ETHUSDT;5;1055.86;1056.68;1055.73;1055.76;2002.8919;0.0;1049.9994999999994;1055.3222;48.803609182344495;57.11432848159168;1058.45;
2022-07-13 08:25:00;ETHUSDT;5;1055.77;1056.61;1055.38;1056.21;1509.2082;0.0;1050.1180999999995;1055.361;50.11906328175115;57.566279189071956;1057.46;
2022-07-13 08:30:00;ETHUSDT;5;1056.22;1057.42;1055.49;1057.42;4304.4684;0.0;1050.2609999999995;1055.405;53.57337115542437;56.92199020406556;1056.21;
2022-07-13 08:35:00;ETHUSDT;5;1057.42;1057.91;1055.41;1056.3;3274.9095;0.0;1050.3607999999995;1055.441;50.11395762918149;56.278902528461025;1057.42;
2022-07-13 08:40:00;ETHUSDT;5;1056.31;1060.59;1056.09;1059.02;3393.9752;0.0;1050.4999999999993;1055.5076;57.32165634079362;56.30624036336952;1057.42;
2022-07-13 08:45:00;ETHUSDT;5;1059.02;1061.74;1059.01;1059.9;2077.2887;0.0;1050.6190999999992;1055.5683999999999;59.36712835066622;55.80057327980402;1059.02;
2022-07-13 08:50:00;ETHUSDT;5;1059.91;1060.11;1057.65;1058.76;976.5205;0.0;1050.7447999999993;1055.6178;55.64638428310914;55.274020016071816;1059.9;
2022-07-13 08:55:00;ETHUSDT;5;1058.75;1061.72;1058.58;1061.69;1676.8089;0.0;1050.8861999999992;1055.7226;62.203113324999634;54.99438651836982;1059.9;
2022-07-13 09:00:00;ETHUSDT;5;1061.69;1063.3;1060.26;1062.61;8629.959;0.0;1051.0557999999992;1055.832;64.00254316180833;55.24553704288022;1061.69;
2022-07-13 09:05:00;ETHUSDT;5;1062.61;1063.27;1062.17;1063.09;9576.0614;0.0;1051.2406999999992;1055.9584000000002;64.94037347808259;55.819189643254106;1062.61;
2022-07-13 09:10:00;ETHUSDT;5;1063.08;1064.76;1060.0;1060.53;4499.8141;0.0;1051.4298999999992;1056.0424;56.48777349954298;55.81196848482316;1063.09;
2022-07-13 09:15:00;ETHUSDT;5;1060.52;1060.53;1057.95;1059.57;1543.5701;0.0;1051.5958999999993;1056.0828;53.66681123501268;55.62558871624358;1063.09;
2022-07-13 09:20:00;ETHUSDT;5;1059.56;1059.95;1057.24;1057.32;1999.8394;0.0;1051.7362999999993;1056.0994;47.659400046473706;55.21447798154177;1063.09;
2022-07-13 09:25:00;ETHUSDT;5;1057.31;1058.76;1056.81;1058.43;1352.2388;0.0;1051.8716999999992;1056.198;50.59743022306874;55.32161537087568;1060.53;
2022-07-13 09:30:00;ETHUSDT;5;1058.42;1060.62;1057.55;1059.8;1303.1737;0.0;1052.0086999999992;1056.3138000000001;54.02746320817431;55.69474780129209;1059.57;
2022-07-13 09:35:00;ETHUSDT;5;1059.8;1061.81;1057.28;1061.1;1831.4;0.0;1052.1433999999992;1056.4828;57.07315003725437;56.19146828382804;1059.8;
2022-07-13 09:40:00;ETHUSDT;5;1061.1;1070.4;1060.16;1065.7;17266.2273;0.0;1052.3642999999993;1056.714;65.725865707863;57.05950360900222;1061.1;
2022-07-13 09:45:00;ETHUSDT;5;1065.71;1072.48;1064.02;1071.81;13093.7245;0.0;1052.6596999999992;1057.096;73.39648592954828;58.7225413447427;1065.7;
2022-07-13 09:50:00;ETHUSDT;5;1071.8;1071.81;1067.72;1068.63;5529.0474;0.0;1052.9195999999993;1057.4229999999998;65.21583872073259;59.28641151473834;1071.81;
2022-07-13 09:55:00;ETHUSDT;5;1068.63;1070.94;1068.24;1069.57;3871.3187;0.0;1053.1823999999992;1057.7649999999999;66.40773138853355;59.78931173172886;1071.81;
2022-07-13 10:00:00;ETHUSDT;5;1069.57;1073.29;1069.56;1070.0;9565.9501;0.0;1053.4624999999992;1058.1239999999998;66.96536685237953;60.59781048667675;1071.81;
2022-07-13 10:05:00;ETHUSDT;5;1070.01;1071.2;1066.8;1067.79;6870.5076;0.0;1053.7211999999993;1058.433;61.33035265291495;60.5354704386707;1070.0;
2022-07-13 10:10:00;ETHUSDT;5;1067.8;1068.2;1066.0;1066.89;5527.1529;0.0;1054.001899999999;1058.6689999999999;59.147540457544935;60.18868453122331;1070.0;
2022-07-13 10:15:00;ETHUSDT;5;1066.88;1068.0;1065.7;1066.2;3570.0755;0.0;1054.278099999999;1058.878;57.459080196077096;59.654306439651485;1070.0;
2022-07-13 10:20:00;ETHUSDT;5;1066.21;1070.76;1066.0;1069.29;4485.71;0.0;1054.5647999999992;1059.1527999999998;62.60707046185862;60.09139907981689;1067.79;
2022-07-13 10:25:00;ETHUSDT;5;1069.29;1071.5;1067.85;1070.64;4909.1115;0.0;1054.8666999999991;1059.4409999999998;64.62140410489651;60.87386999909431;1069.29;
2022-07-13 10:30:00;ETHUSDT;5;1070.65;1073.44;1069.86;1072.08;5468.6955;0.0;1055.1710999999991;1059.7353999999998;66.6830789936449;62.23270420960654;1070.64;
2022-07-13 10:35:00;ETHUSDT;5;1072.07;1079.54;1072.07;1077.59;10837.7849;0.0;1055.534899999999;1060.1779999999997;73.13441522261606;63.84248885243135;1072.08;
2022-07-13 10:40:00;ETHUSDT;5;1077.6;1078.11;1075.62;1076.3;7182.0923;0.0;1055.883099999999;1060.6201999999998;69.73011394718333;64.96410676236056;1077.59;
2022-07-13 10:45:00;ETHUSDT;5;1076.29;1078.81;1076.0;1077.08;6628.4326;0.0;1056.2241999999992;1061.1031999999998;70.6206230268443;65.93178340447413;1077.59;
2022-07-13 10:50:00;ETHUSDT;5;1077.08;1078.7;1077.0;1078.34;6307.6265;0.0;1056.556499999999;1061.6257999999998;72.05101239261847;66.38357959624238;1077.59;
2022-07-13 10:55:00;ETHUSDT;5;1078.34;1079.45;1075.69;1076.55;10769.3668;0.0;1056.859699999999;1062.1417999999999;67.05621478840767;65.93070308616092;1078.34;
2022-07-13 11:00:00;ETHUSDT;5;1076.55;1077.24;1075.28;1075.36;2832.0757;0.0;1057.153299999999;1062.6111999999998;63.88548928152213;65.83567812621732;1078.34;
2022-07-13 11:05:00;ETHUSDT;5;1075.35;1077.82;1074.62;1077.68;5143.72;0.0;1057.4897999999991;1063.1267999999998;67.1470105356657;65.8884837795839;1078.34;
2022-07-13 11:10:00;ETHUSDT;5;1077.67;1078.46;1076.57;1077.78;4521.0051;0.0;1057.842299999999;1063.6373999999998;67.28415972827243;65.91125469929054;1077.68;
2022-07-13 11:15:00;ETHUSDT;5;1077.78;1077.78;1075.73;1076.67;2966.7683;0.0;1058.180499999999;1064.1413999999997;64.08607688526793;66.10809214445861;1077.78;
2022-07-13 11:20:00;ETHUSDT;5;1076.68;1077.21;1075.59;1076.4;3581.2344;0.0;1058.490599999999;1064.6103999999998;63.29795744334387;66.4045505005871;1077.78;
2022-07-13 11:25:00;ETHUSDT;5;1076.4;1078.28;1076.02;1077.24;2404.7578;0.0;1058.796699999999;1065.1311999999998;64.75034792689807;66.92535533850288;1077.78;
2022-07-13 11:30:00;ETHUSDT;5;1077.23;1077.65;1073.38;1073.39;3273.6325;0.0;1059.075699999999;1065.4389999999999;54.169629600855195;66.32268099128835;1077.24;
2022-07-13 11:35:00;ETHUSDT;5;1073.4;1074.95;1072.58;1074.02;3508.6238;0.0;1059.3803999999989;1065.7815999999998;55.45243712742669;65.66775477861194;1077.24;
2022-07-13 11:40:00;ETHUSDT;5;1074.03;1074.41;1073.0;1073.64;2461.7942;0.0;1059.670699999999;1066.1307999999997;54.46221827798837;64.79483615606503;1077.24;
2022-07-13 11:45:00;ETHUSDT;5;1073.64;1075.0;1072.81;1074.23;1694.0913;0.0;1059.9628999999989;1066.3903999999998;55.782474091216336;63.555411789536485;1074.02;
2022-07-13 11:50:00;ETHUSDT;5;1074.23;1074.89;1073.55;1073.99;2894.1569;0.0;1060.240399999999;1066.6683999999998;55.082878986356754;62.50918072090601;1074.23;
2022-07-13 11:55:00;ETHUSDT;5;1074.0;1074.36;1072.97;1073.83;3607.4611;0.0;1060.515199999999;1066.9049999999997;54.59133080298758;61.36423127634482;1074.23;
2022-07-13 12:00:00;ETHUSDT;5;1073.84;1074.52;1071.55;1071.89;3132.4548;0.0;1060.7798999999989;1067.1421999999998;48.89399968878948;59.710158940357026;1074.23;
2022-07-13 12:05:00;ETHUSDT;5;1071.89;1073.1;1070.83;1072.06;4072.1588;0.0;1061.0297999999989;1067.4098;49.39241942256922;58.44845927136856;1073.99;
2022-07-13 12:10:00;ETHUSDT;5;1072.06;1073.38;1071.32;1072.9;6241.3293;0.0;1061.2855999999986;1067.6966;51.88920319687793;57.59158169389398;1073.83;
2022-07-13 12:15:00;ETHUSDT;5;1072.89;1073.3;1072.27;1072.31;1134.7401;0.0;1061.5382999999988;1067.9738;50.02244659352857;56.3683985551699;1072.9;
2022-07-13 12:20:00;ETHUSDT;5;1072.3;1072.5;1071.07;1072.0;3528.7987;0.0;1061.7459999999987;1068.2646;49.02447537846468;55.06413538732648;1072.9;
2022-07-13 12:25:00;ETHUSDT;5;1072.0;1072.54;1069.75;1070.01;3605.1448;0.0;1061.9088999999988;1068.5474;43.08250961375187;53.56388058221819;1072.9;
2022-07-13 12:30:00;ETHUSDT;5;1070.0;1071.05;1068.15;1070.45;7241.814;0.0;1062.0816999999986;1068.8411999999998;44.67908999817824;52.23396147899207;1072.31;
2022-07-13 12:35:00;ETHUSDT;5;1070.45;1072.19;1070.44;1071.99;1209.4187;0.0;1062.2588999999987;1069.1567999999997;49.96887523916867;51.178142001297125;1072.0;
2022-07-13 12:40:00;ETHUSDT;5;1071.99;1076.91;1071.54;1074.01;6369.8966;0.0;1062.4467999999986;1069.4886;55.922494593211205;51.30334664360827;1071.99;
2022-07-13 12:45:00;ETHUSDT;5;1074.01;1074.48;1072.8;1072.93;3154.5842;0.0;1062.6310999999985;1069.8211999999999;52.33655476593101;51.080783617787155;1074.01;
2022-07-13 12:50:00;ETHUSDT;5;1072.92;1073.37;1071.37;1071.6;2392.0613;0.0;1062.7901999999985;1070.0728;48.23462746489281;50.635955702566044;1074.01;
2022-07-13 12:55:00;ETHUSDT;5;1071.6;1072.58;1071.0;1072.31;3856.182;0.0;1062.9446999999986;1070.3209999999997;50.466518922362944;50.25624461907652;1074.01;
2022-07-13 13:00:00;ETHUSDT;5;1072.32;1072.41;1070.87;1071.2;3893.6702;0.0;1063.0937999999985;1070.5697999999998;47.0510351799598;49.682541490048166;1072.93;
2022-07-13 13:05:00;ETHUSDT;5;1071.21;1075.81;1070.81;1073.9;4472.1827;0.0;1063.2682999999986;1070.8139999999996;55.02455083835216;49.713485778288494;1072.31;
2022-07-13 13:10:00;ETHUSDT;5;1073.91;1074.96;1073.59;1073.65;2214.0311;0.0;1063.4333999999985;1071.0347999999997;54.21052734809325;50.093237753953055;1073.9;
2022-07-13 13:15:00;ETHUSDT;5;1073.64;1074.1;1072.81;1073.33;1956.328;0.0;1063.5989999999986;1071.2395999999999;53.127121023890844;50.36000215404745;1073.9;
2022-07-13 13:20:00;ETHUSDT;5;1073.32;1074.09;1071.0;1071.03;4813.3487;0.0;1063.7459999999985;1071.4495999999997;46.00974229332844;49.94004066093678;1073.9;
